Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,ProductURL,SentimentScore,Embedding
184,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,2010-12-19,Perfect for gluten-free chocolate chip cookies,we made chocolate chip cookies with brm garbanzo bean flour and the results were fantastic the brown sugar and chocolate mask any bean taste that other reviews have mentioned our friends couldnt discern any difference from classic cccs the texture body and elasticity meaning reduced tendency to fall apart that occurs with most other glutenfree flours is nice and chewy the same as cccs made with regular flour and an added bonus the high protein and fiber level i calculate g fibercookie fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lowerbr br i highly recommend this flour even if cccs are the only thing you make with it,https://www.amazon.com/dp/B001KUUNP6,5,"[0.26517170667648315, -0.23256446421146393, 0.0016662441194057465, 0.1546623557806015, 0.11475971341133118, -0.36870285868644714, 0.0027080185245722532, 0.29587578773498535, 0.08265998214483261, -0.2411920577287674, 0.15402796864509583, -0.3798679709434509, -0.05658688023686409, 0.25286468863487244, -0.3390137851238251, 0.44711247086524963]"
185,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,2009-02-25,Garbonzo  Bean Flour,this is great stuff made some really tasty banana bread good quality and lowest price in town,https://www.amazon.com/dp/B001KUUNP6,4,"[0.07679420709609985, -0.18098527193069458, -0.17507003247737885, -0.07451113313436508, -0.024724621325731277, -0.24781697988510132, 0.015073457732796669, 0.33623409271240234, -0.5213704109191895, -0.20744813978672028, 0.5159740447998047, -0.04439016431570053, -0.1551450490951538, 0.156494140625, 0.2565341591835022, 0.22892975807189941]"
186,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,2012-05-18,yum falafel,we had trouble finding this locally delivery was fast no more hunting up and down the flour aisle at our local grocery stores,https://www.amazon.com/dp/B001KUUNP6,2,"[-0.3464186489582062, 0.0417512021958828, 0.1427038013935089, -0.00032466650009155273, 0.058361198753118515, -0.38804057240486145, 0.12221597880125046, 0.16312699019908905, -0.4992047846317291, 0.19944924116134644, 0.12027706950902939, -0.362964004278183, 0.10870824009180069, 0.1352066844701767, 0.21883834898471832, 0.3862309455871582]"
187,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,2012-04-08,"Make a fresh fruit tart, light and beautiful",this packet of glaze is the secret to making those european style fresh fruit tarts i am about to make one for a pie auction at church after a friend requested that something strawberry should be offered you can make the most amazing and relatively healthy fruit tarts by baking a base layering it with uncooked fresh sliced fruit then pouring over the madeup contents of one of these packets they harden up at room temperature hold the fruit together so you can slice the tart and they let the beauty of the arranged fruit show through ive also seen this glaze used over cheesecakes to hold a fruit topping in place personally i do not like cheesecake too rich for me but a fruit glazed cheesecake is gorgeous i will admit to do this slice fruit and layer it on the cheesecake while its still in the springform pan pour on the glaze let it set up and then remove the springform youll have a clear layer of fruit on top of the cheesecake cherries strawberries or sliced mangos are nice but the best one i ever had used thin slices of lemons that had been gently poached in sugar syrup before they were layered on the cakebr br i use a base of sponge cake baked in a shallow form but other bases can be pate sucre a kind of french pastry that is a bit like a sugar cookie that works well in those fluted straightsided forms you can also make minitarts in a muffin pan prebaking each mold with a layer of pie crust even commercial crust works though again i prefer pate sucre it holds its shape better and is more substantial and has a better crumb just blindbake the muffin tins lined with pate then pop them out and fill with fresh fruits berries are great and pour over the glaze some people put a layer of creme patisserie which is a pastry cream like custard but stabilized with flour below the fruit and i happen to think these taste bestbr br if you get into baking this glaze is a musthave on the shelf the ingredients are vegan tapioca starch carrageenan dextrose cream of tartar locust bean gum so if you are looking to make a vegan tofu cheesecake you can use this on top as well as use it for fruit tarts with a nut crust base,https://www.amazon.com/dp/B000NY8ODS,5,"[-0.06744197756052017, 0.10943534225225449, -0.206619992852211, -0.13690468668937683, 0.3122033178806305, -0.26168498396873474, 0.007234383374452591, 0.09194336831569672, -0.13399988412857056, -0.21520809829235077, 0.6031889319419861, -0.26623162627220154, 0.18717043101787567, 0.06996789574623108, -0.22935323417186737, 0.3950533866882324]"
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,2009-03-04,Miracle,my scotties were full of hot spots and when i used this within a week all the hot spots were gone the smell is kinda strong but not bad its tolerablel,https://www.amazon.com/dp/B00029XIZI,4,"[0.17664049565792084, 0.12897060811519623, -0.27407562732696533, -0.059770699590444565, -0.4546973407268524, -0.41006577014923096, 0.04911045730113983, -0.18345047533512115, 0.11713171005249023, 0.13410428166389465, 0.35411912202835083, 0.2591984272003174, -0.3279268741607666, 0.19382260739803314, 0.27093255519866943, -0.14039042592048645]"
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,2011-08-27,not bad for instant healthy coffee,i bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants i didnt expect it to taste good but it actually does ive only had it for a few days and for its totally worth it my sisters all take ganocafe but now im introducing them to this less expensive similar coffee i will follow up on this product in a few weeks ,https://www.amazon.com/dp/B004V6AH34,4,"[-0.1405392438173294, -0.39811044931411743, -0.10926345735788345, 0.06557825207710266, -0.0405576266348362, -0.30872225761413574, 0.266752153635025, 0.5944416522979736, 0.06971472501754761, -0.293588787317276, 0.24132797122001648, -0.19774365425109863, -0.307511568069458, 0.010933912359178066, 0.017933130264282227, 0.025398962199687958]"
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,2012-06-25,It's ok,the coffee is very finely processed and the flavor is just alright nescafe and mount hagen are better i bought this to try something other than these two but i probably wont get this again there is just a slight vitaminy taste but its not overwhelming its also a bit pricey for what you get,https://www.amazon.com/dp/B004V6AH34,4,"[-0.4884330630302429, -0.2973894476890564, -0.01447710208594799, -0.16682492196559906, -0.06795443594455719, -0.27357664704322815, 0.30144843459129333, 0.3184962570667267, 0.15857161581516266, -0.17873132228851318, 0.19144952297210693, -0.1221759170293808, -0.39534667134284973, 0.06572198122739792, -0.08090940862894058, 0.3120018541812897]"
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,2012-06-07,I love it!,this coffee is great because its all organic ingredients no pesticides to worry about plus it tastes good and you have the healing effects for ganoderma,https://www.amazon.com/dp/B004V6AH34,4,"[0.049210917204618454, 0.1769620031118393, 0.1318867802619934, 0.1555626541376114, 0.14266234636306763, -0.673244833946228, 0.039535678923130035, 0.5402956604957581, -0.14357295632362366, -0.10479611158370972, 0.2938237190246582, 0.02843761257827282, -0.14994722604751587, 0.07854016870260239, -0.10092601925134659, -0.00019993714522570372]"
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,2012-05-29,great taste and has health benefits!,like the other people mentioned this coffee has a great taste ive tried different instant coffees before but this one is one of the better ones another one of my favorites if you want to try it out though not organic is africafe pure instant coffee,https://www.amazon.com/dp/B004V6AH34,5,"[-0.21712476015090942, -0.18909914791584015, -0.27361851930618286, -0.04255468398332596, -0.19057418406009674, -0.2616707384586334, 0.0013862999621778727, 0.5289466381072998, 0.25001800060272217, -0.04561537504196167, 0.016345202922821045, -0.4428047239780426, -0.25193554162979126, -0.11283997446298599, -0.27568355202674866, 0.20665203034877777]"
193,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,2012-05-04,Tastes Great. Arrived in 2 days!,tastes great and gives me energy without the jitters love this productbr however i do wish it came in some sort of resealable jar or hard plastic container instead of a ziplock pouch because the ziplock ripped off and quit working after awhile but the product is fantastic just not crazy about the packaging,https://www.amazon.com/dp/B004V6AH34,5,"[-0.3301071524620056, 0.14330147206783295, -0.2909752428531647, 0.3156786262989044, 0.154997318983078, -0.21894192695617676, 0.2883518636226654, 0.3989705443382263, 0.014360207132995129, -0.3139297068119049, 0.27982592582702637, -0.12242384254932404, 0.21872331202030182, 0.24900133907794952, -0.23522865772247314, 0.1211121529340744]"
194,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,2011-12-14,Great for after lunch,these little guys are tasty and refreshingbr br i usually eat salads for lunch which can do terrible things to breath i eat of these after lunch because they are so small and i find this sufficiently resolves the problembr br theyre sugar free sugar can actually help the smelly bacteria grow which is great and theyre tasty enough that i almost think of them as part of my lunchbr br this is a good bulk value buy and id highly recommend the mints themselves cheers,https://www.amazon.com/dp/B0028C44Z0,5,"[0.35438910126686096, 0.04230685904622078, -0.1704077422618866, 0.011747807264328003, -0.39924100041389465, -0.3157338500022888, -0.10991668701171875, 0.16775204241275787, -0.16509634256362915, -0.015427065081894398, 0.2093580961227417, -0.3130781352519989, 0.2938980460166931, 0.40101146697998047, 0.21953828632831573, 0.2817998230457306]"
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,2010-09-12,"Nice little mints, but pricey.",i like these better than the regular altoids but theyre even more costly so youd better like them,https://www.amazon.com/dp/B0028C44Z0,5,"[0.16437575221061707, -0.6105719804763794, -0.29918497800827026, 0.16378910839557648, 0.08740894496440887, 0.1497098207473755, 0.11832472681999207, 0.11292766034603119, 0.1257750242948532, -0.2571817636489868, 0.09427259862422943, -0.3400149345397949, 0.22315679490566254, -0.002518873428925872, 0.40149450302124023, 0.09785108268260956]"
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,2011-03-18,Altoids mini mints tins,these little tins of sugar free mine mints were a great dealthere perfict for on the gofifty mints per tin is just the right amount to cary alongand there safer for your teeth than the ones with sugarthe price of twelve dollars was very resonablealso there great for shareingif you are looking for a mint try these onesyoull be glad you did,https://www.amazon.com/dp/B0028C44Z0,5,"[0.1562085598707199, -0.2383480817079544, -0.37805700302124023, 0.002265618182718754, -0.3690897822380066, -0.310085654258728, -0.014997635968029499, 0.33824265003204346, -0.10868241637945175, -0.06366709619760513, 0.30434665083885193, -0.47275057435035706, 0.19691963493824005, -0.0542515367269516, 0.22328318655490875, 0.07267912477254868]"
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,2010-05-17,Altoids Smalls-Wintergreen,prosbr packaging shipping pricebr sold about a year before its expiration date enough for me to eatshare boxesbr not too fresh like the regular wintergreen and not in a powdery form its a real mintbr br cons none,https://www.amazon.com/dp/B0028C44Z0,2,"[-0.035083070397377014, -0.10404583066701889, 0.023311574012041092, 0.32287532091140747, -0.14539262652397156, -0.1732862889766693, -0.06127966195344925, 0.13428454101085663, 0.10207106173038483, 0.23981145024299622, 0.48776882886886597, 0.09176521748304367, 0.43617790937423706, 0.4428427517414093, 0.15995657444000244, 0.2897978723049164]"
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,2010-07-07,Sugarfree...,be careful not to eat too many of them in one day as one of the chemicals in it is the same as that of a laxative lololol,https://www.amazon.com/dp/B0028C44Z0,3,"[0.6146471500396729, -0.2432672679424286, -0.018107520416378975, 0.35426560044288635, -0.014333209954202175, -0.06662344932556152, 0.30390071868896484, 0.003252859227359295, -0.46795332431793213, -0.18520095944404602, 0.1117929220199585, -0.25304684042930603, -0.03728467971086502, 0.0339229479432106, 0.015479255467653275, -0.08716057986021042]"
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,2010-02-12,Tasty!!,these mints are really strong and have a great taste they are also a convenient size to carry in a pocket or purse,https://www.amazon.com/dp/B0028C44Z0,5,"[0.4516942799091339, -0.1668260246515274, -0.2724372446537018, 0.2521716058254242, -0.42432519793510437, -0.09777655452489853, -0.038938261568546295, 0.32884681224823, 0.1926281750202179, -0.18959876894950867, 0.1435309797525406, -0.10179834812879562, 0.3315628170967102, -0.022707456722855568, 0.3413822650909424, -0.007181771565228701]"
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,2012-08-12,These mints are awesome!,this is a huge supply of them im still working on these and have plenty to spare much more effective than buying one from the grocery store or every time you want a mint,https://www.amazon.com/dp/B0028C44Z0,4,"[0.12942533195018768, -0.03235633298754692, -0.017636606469750404, 0.32620957493782043, -0.043181873857975006, -0.3995826840400696, 0.3490634858608246, 0.08480005711317062, -0.17080295085906982, -0.002941313898190856, 0.5672582387924194, -0.13976973295211792, 0.06465252488851547, -0.3372756838798523, 0.3098509907722473, 0.021651078015565872]"
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,2012-03-04,Altoids Smalls,even with small containers they dont fill them up these little tins are less than half filled and at the price charged it seems a ripoff is there some exotic ingredient as costly as gold contained in those tiny squares or how about the cereal ploy they were filled at the factory but settled in transportbr can manufacturers be honest in their dealings,https://www.amazon.com/dp/B0028C44Z0,4,"[-0.18967889249324799, -0.044547874480485916, 0.05384720116853714, 0.23562851548194885, 0.19692690670490265, -0.17326831817626953, 0.20827755331993103, 0.3323141634464264, -0.1598663479089737, -0.10311311483383179, 0.6575170755386353, -0.2983989715576172, 0.035180170089006424, 0.30004000663757324, -0.07836049795150757, -0.161370649933815]"
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,2011-11-08,Love these! And reusable containers,i love and use the empty containers for medicineadvil in my purse desk suitcase also line with felt to keep earrings perfect little size to disguise small valuables when traveling and love the mints tiny and powerful without burning my mouth,https://www.amazon.com/dp/B0028C44Z0,5,"[0.14589299261569977, -0.33770447969436646, 0.010698577389121056, 0.31677958369255066, -0.032767798751592636, -0.3885636031627655, -0.1995130181312561, 0.4789474904537201, -0.32724204659461975, -0.2277034968137741, 0.08304566144943237, -0.3667668402194977, 0.03525626286864281, 0.010689495131373405, 0.1925380527973175, 0.06462739408016205]"
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,2011-11-05,Altoids,received as shown my mother in law likes these and walgreens quit carrying them it was great i could get them on amazon,https://www.amazon.com/dp/B0028C44Z0,5,"[0.33919546008110046, 0.07835604250431061, -0.24653255939483643, 0.38126325607299805, -0.19745343923568726, -0.44872337579727173, -0.22398269176483154, 0.2302360236644745, -0.4013496935367584, -0.14704786241054535, 0.16741853952407837, -0.12752990424633026, 0.00411558710038662, -0.2137499898672104, 0.07423453778028488, 0.2256881445646286]"
204,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,2011-09-25,A huge hit at the office!,i keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to some folks stop by just to grab some mints and others pop them like candy while we meet when i find someone who keeps coming back for more i just give them their own tin one coworker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes like i said theyre a real hit since i wouldnt be able to keep my hands off a candy dish this is a good alternative to have around and its nice to have them around if i have garlic for lunch i gave the item stars because they arent as tasty as the sugar version of the mints but what sugar free item is as good as its full sugar counterpart and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove although i totally get why they wrap it it still doesnt make it easy to deal with,https://www.amazon.com/dp/B0028C44Z0,5,"[0.1482144594192505, 0.11728857457637787, -0.4668563902378082, 0.2114066630601883, 0.05165484547615051, -0.20547042787075043, -0.08645843714475632, 0.2374495267868042, 0.11891625076532364, -0.4009833037853241, 0.12753337621688843, -0.3297484517097473, 0.5124313831329346, -0.12810784578323364, 0.07381999492645264, 0.09225105494260788]"
205,B0028C44Z0,A2RMYCQIST622H,Dan,1,2,5,2011-11-28,"Love 'em, they're great!",the tiny altoids are great for a quick breath freshening and the small box is great for portability its full but compactbr br i havent run out yet and probably wont for a couple months but i cant wait to buy it again,https://www.amazon.com/dp/B0028C44Z0,4,"[-0.1867821365594864, -0.002837461419403553, -0.0832265168428421, -0.15185429155826569, -0.2562285363674164, -0.0698557049036026, 0.0375201515853405, 0.45433494448661804, 0.06624012440443039, 0.02263147383928299, 0.28187867999076843, -0.3135320246219635, 0.2221193015575409, 0.1906023770570755, 0.6172406077384949, -0.08629634976387024]"
206,B0028C44Z0,A27D5IRAIGLOG5,Texan Gal,1,2,5,2010-04-19,Love these!,i loved these wintergreen altoid smalls so much i had to come write a review the packaging is small for convenience and the altoids are smaller as well with a square shape blue hue and even more delicious taste in my opinion i definitely prefer them over the regularsize altoids and will continue purchasing them highly recommended,https://www.amazon.com/dp/B0028C44Z0,5,"[0.1370030641555786, -0.5532480478286743, -0.2478272169828415, -0.16340015828609467, -0.018216172233223915, -0.3761039674282074, -0.07428271323442459, 0.25960773229599, 0.021870315074920654, -0.038586653769016266, 0.23255616426467896, -0.2574261426925659, 0.130349263548851, 0.14867451786994934, 0.26877036690711975, 0.37239527702331543]"
207,B0028C44Z0,A5F7YR0G7H9HR,Ma J. Vargas Peña,0,1,5,2011-09-05,fresh!,fresh scent and taste easy to eat one tin in few hours i use them as favors and everyone loved them,https://www.amazon.com/dp/B0028C44Z0,5,"[0.16828523576259613, -0.3224641978740692, -0.5241590142250061, -0.12169744819402695, -0.22273045778274536, -0.38606613874435425, -0.18635115027427673, 0.24525098502635956, 0.040122415870428085, -0.28806471824645996, 0.09045331180095673, -0.28558993339538574, 0.18560871481895447, -0.19526036083698273, 0.019798262044787407, 0.19315680861473083]"
208,B0028C44Z0,A2E0MNOYZI00VW,Deborah Laux,1,3,5,2011-08-30,Wintergreen Me,hard to find the wintergreen smalls sugar free as stores only have the red smalls peppermint such a common flavor the wintergreen is refreshing and absolutely delicious driving cross country if someone cuts me off i turn to my daughter with my hand out and say wintergreen me she pulls one out puts it in my hand and all is right with the world,https://www.amazon.com/dp/B0028C44Z0,5,"[0.03694529086351395, -0.16612154245376587, -0.3117865025997162, -0.0036344598047435284, -0.5167050361633301, -0.4045465290546417, -0.30279266834259033, 0.2775746285915375, -0.03690120205283165, -0.005431023892015219, 0.30243995785713196, -0.07164212316274643, -0.08235537260770798, 0.3392970860004425, 0.23331083357334137, -0.010448727756738663]"
209,B0028C44Z0,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,3,1,2011-08-28,These just don't do it for me as breath mints,to me these are nothing like the regular altoids and are not breath mints they are pleasanttasting little candies in a cute convenient tin and thats as far as it goes the mintiness is just not strong and the wintergreens are definitely weaker than the peppermint minis im not a dragonbreath person but still one of these mints is too small to have any effect on my breath four or five will freshen my breath for a short while maybe minutes at this point i think the icebreakers frost mints are the best as sugar free breath mints,https://www.amazon.com/dp/B0028C44Z0,5,"[0.016095038503408432, 0.05262773856520653, -0.3515399396419525, 0.0327974371612072, -0.43146851658821106, -0.5582852363586426, -0.13592715561389923, 0.09432300180196762, 0.1265738159418106, 0.003093739738687873, -0.07191141694784164, -0.36222946643829346, 0.30052170157432556, -0.08399788290262222, 0.08539480715990067, 0.3000358045101166]"
210,B0009XLVGA,A3S84SEN2Z6DZU,"EJ ""Seayhorse""",2,2,5,2011-03-05,"better than average, more expensive than average.",we have fed our cats a lot of stuff these boy cats are not picky eaters they loved the purina they loved the nutro they loved the iams they love whatever we feed thembr br this review is based on what we their affectionate owners love after a certain age we were instructed by the vet to consider senior foods and lower carb foods because the catties were fatties we tried a few types of food some evinced no change some made the litter superstink some had too small a kibble and the cats barfed it up because they didnt have to chew it to swallow itbr br this felidae has done the trick no problems to speak of it is consistent in the litter and bearable on the nose the cats love it the kibble is sized appropriate to chewing and heres the kickerbr after feeding the cats felidae their demeanor improved their coats are super soft and lush both are new improvements we can directly attribute to this food were now loyal felidae consumersbr br additionally the absence of corn product in the feed seems to lessen or remove the reactions of our friends with catallergies,https://www.amazon.com/dp/B0009XLVGA,5,"[0.1284836381673813, -0.11034716665744781, -0.055071692913770676, 0.09165029972791672, 0.08895020931959152, -0.11646058410406113, -0.2119317650794983, 0.41163671016693115, -0.10606777667999268, 0.14957492053508759, 0.47114062309265137, -0.5326823592185974, -0.3941115736961365, -0.03662955388426781, 0.13918212056159973, 0.09307676553726196]"
211,B0009XLVGA,A2U3Z5S70AE80V,Margaret,2,2,5,2010-03-07,My cat loves it!,i started my cat on felidae platinum about weeks ago and she loves it shes an older cat somewhat overweight and had a grouchy temperament i first mixed it with her previous food and she figured out which was which she ate the felidae and left the old food shes now been on just the felidae for about ten days now off the old food entirely and she is a much sweeter happier cat i think it must agree with her better or be more easily digested or something in any case i am a happy purchaser of felidae i dont agree with the previous reviewer that cats dont like it clearly mine does,https://www.amazon.com/dp/B0009XLVGA,5,"[-0.01966020092368126, -0.5036824345588684, -0.08436013013124466, 0.23792417347431183, 0.2749091684818268, 0.040559589862823486, -0.05104503035545349, 0.2863478362560272, -0.03202825412154198, 0.13001945614814758, 0.2531757354736328, -0.5418112874031067, -0.19884207844734192, -0.1765366792678833, 0.17234250903129578, 0.21066202223300934]"
212,B0009XLVGA,ATHUN0PJ0MG0P,"R. Cross ""LVWolfman""",1,1,5,2011-09-03,Great For Fat Cats and Senior Citizens,we have three cats the youngest is about eleven years old another is fifteen and our oldest is well ancient that is what the vet told us ten years ago the youngest is a blob when he lays down he looks like a footstool the other two are arthritic and skinnybr br since we had such success with canidae platinum for senior dogs i figured that wed give it a try for our cats id had them on low ash purina one urinary tract formula for their entire lives and thankfully we had no ut problemsbr br buster the youngest is still a blob after six months plus on felidae for senior and overweight cats however the other two are now much more active and we can tell that they are really feeling better since we changed their food to felidae even prissy the ancient one has started to play and tease the dogs by getting them to chase her where before when she was on purina one all she wanted to do was to sleepbr br i think that if you can get your cat on this fairly early in their weight problems itll be more effectivebr br however the glucosamine will certainly help your older fur balls have a happier life,https://www.amazon.com/dp/B0009XLVGA,5,"[0.17185936868190765, -0.10033130645751953, 0.3127819299697876, 0.41263318061828613, 0.24984149634838104, 0.010634532198309898, -0.3375313878059387, 0.2967801094055176, -0.14518970251083374, 0.18988807499408722, 0.34457215666770935, -0.27011045813560486, -0.33838480710983276, -0.07248816639184952, 0.014881676994264126, 0.24280069768428802]"
213,B0009XLVGA,A2LWOW7SO2QPML,JHexatthewheel,0,1,2,2011-07-13,Nearly killed the cats,too much of a good thing we worked this kibble in over time slowly shifting the percentage of felidae to national junkfood brand until the bowl was all natural by this time the cats couldnt keep it in or down what a mess weve moved on,https://www.amazon.com/dp/B0009XLVGA,4,"[0.15441414713859558, -0.06160740181803703, -0.057057496160268784, 0.23354291915893555, 0.15136203169822693, -0.053524959832429886, 0.23557765781879425, 0.176683247089386, -0.10235871374607086, 0.09631101787090302, 0.7338628172874451, -0.3918004631996155, -0.24077755212783813, -0.13847534358501434, 0.06658121198415756, 0.09314586967229843]"
214,B0009XLVGA,A1NHQNQ3TVXTZF,"Desert Girl ""chrissylovesherhusband""",3,10,1,2008-09-01,CHANGED FORMULA MAKES CATS SICK!!!!,as with canidae felidae has also changed their formula cats do not like change when it comes to their food and they just had to change it without putting it on their label we noticed the color of the food had changed and so did the smell as you will notice i have also reviewd the canidae and this all happened the same time the dogs were having issuesbr br prior to the change in food we had almost lost two of our cats because we had moved to a new home if cats get upset because of a change in enviorment or a loud noise they can stop eating it depends on the cat two of them had stopped eating and had lost a lot of weight we took them to the vet and it took months to get them back to normal it has been a year since then and they are better then the formula for this food changedbr br we started to noitce they were not eating as much and it started to bug us we asked the shop owner of the feed store and she had no knowledge of any change to the food it wasnt until the we were in there with other customers yelling about their dogs food making their dogs sick right away we changed the cats food and they started chowing down and havent suffered one bit like our dogs havebr br cats are sensitve animals and changes to thier food could cause them to stop eating anyone thinking of purchasing this food should not do it we have rescued and fixed cats none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formulabr br i urge anyone that has had these problems to go to the consumer affairs website and also the fda website and write a letter to them to let them know how this has affected your animal as with canidae they do not care how the change has affected my animals and tell me not to buy it this is just horrible,https://www.amazon.com/dp/B0009XLVGA,1,"[0.15377409756183624, -0.13144895434379578, -0.05186748504638672, 0.23133474588394165, -0.02149517461657524, -0.04388047009706497, -0.22575345635414124, 0.04722442850470543, -0.1072954460978508, 0.24268978834152222, 0.5950807332992554, -0.47190749645233154, -0.25981855392456055, 0.19515261054039001, 0.0004939259379170835, 0.30735573172569275]"
215,B002TDK0VK,A3FU8FVBZ8ZODD,D. Anthony,0,1,4,2011-11-09,Best by the case,dont buy just a few of these i order these by the case i cant even remember the first time i tasted an anchovy stuffed olive but i have tried several of the brands online and this brand is my favorite,https://www.amazon.com/dp/B002TDK0VK,4,"[0.20497934520244598, -0.5012802481651306, -0.12937220931053162, -0.023114534094929695, -0.20913031697273254, -0.33524104952812195, -0.18886958062648773, -0.03894014656543732, -0.030811142176389694, -0.4044240415096283, 0.3818901479244232, -0.2713950276374817, -0.029303941875696182, -0.05885496363043785, 0.25834909081459045, 0.20260734856128693]"
216,B002TDK0VK,A24HJWXL3LHULM,scott Smith,0,1,5,2010-11-16,Looking for a different flavor?,i order these olives a lot they are unlike any other olives out there the subtle flavors of the brine go great with cheeses one of my favorite appetizer treats for guests,https://www.amazon.com/dp/B002TDK0VK,5,"[0.3719787895679474, -0.4869837760925293, -0.32254502177238464, 0.025112653151154518, -0.24226625263690948, -0.1397218555212021, -0.2208177149295807, -0.0219592098146677, -0.1953858882188797, -0.2892487347126007, 0.29415127635002136, -0.3954700231552124, -0.0499444343149662, 0.0650094747543335, 0.0038747789803892374, 0.1444201022386551]"
217,B002TDK0VK,A3GRP8QRFGDH8T,Technically Proficient,1,4,1,2011-01-27,Price cannot be correct,hey the description says grams that is roughly ounces at under per can no way that is the approximate price for a gram can,https://www.amazon.com/dp/B002TDK0VK,2,"[0.06282299011945724, 0.10007885098457336, -0.1696317195892334, 0.36425095796585083, -0.018788935616612434, -0.325610488653183, -0.03577464818954468, 0.3809951841831207, -0.08146701753139496, -0.12667638063430786, 0.4817180335521698, 0.063177190721035, 0.12435795366764069, -0.16576766967773438, 0.1790342479944229, -0.4879004955291748]"
218,B0040WAG7Q,A19SDJ2TSSL8HI,K. McGee,0,0,3,2012-09-15,More Hot/Spicy than McCormick's Brand,my husband and i are both kind of wimpy when it comes to hot things and this seasoning is just a bit too spicy for us it definitely makes you sweat a bit when youre eating it it was still edible to us by adding a good sized dollop of sour cream but i dont think i would buy it again due to the heat we prefer the milder mccormicks brand of fajita mix ive also had fajitas in a couple of different restaurants and it wasnt as spicy as this mix isbr br if you like super spicy then this is not burning hot so you might want to keep that in mind to me it was more than medium hot but not by too muchbr br i gave it three stars because it was pretty easy to make and its versatile in that you could vary the veggies you put in it you take a plastic bag a couple of tbs of vegetable oil cup water and mix the seasoning water and oil together then add the chicken strips to the bag and let it marinate for minutes in the meantime it says to stir fry your veggies peppers and onion but i found it easier to just cook the chicken and veggies together and i dont think it affected quality or taste i also used extra virgin olive oil rather than vegetable oilbr br i have one more package of this to use and next time im going to add more veggies and maybe some chopped tomato to cut the heat a bit more,https://www.amazon.com/dp/B0040WAG7Q,5,"[-0.09342018514871597, 0.035600531846284866, -0.4016419053077698, -0.1883382946252823, -0.2740192413330078, -0.3239498436450958, 0.3585018515586853, 0.13491253554821014, 0.42540886998176575, 0.24785558879375458, -0.07923988997936249, -0.2963881492614746, -0.28839924931526184, 0.1616753488779068, 0.0814867690205574, 0.11823570728302002]"
219,B001EO5ZMO,AW497M5SEXAPQ,Neal Pollack,5,5,5,2010-02-14,Ahmad Loose Imperial Blend Tea is great for the price,a friend whod been drinking tea for of his years introduced me to this tea a few months ago even took me over to the store and bought me a pound at lb in a retail store or a little over with shipping from an online merchant i think its great ive been drinking earl grey english breakfast irish breakfast lapsang souchong assam etc most of them were over lb with shipping aside from the lapsang souchong i think this is a great replacement for all the rest has everything im looking for in a strong fullbodied black tea with enough character to keep it from becoming boring my current favorite afternoon tea unless youre extremely jaded or a tea snob youll love it,https://www.amazon.com/dp/B001EO5ZMO,5,"[-0.16851603984832764, -0.11262328922748566, -0.23027333617210388, -0.0828218013048172, -0.1107083335518837, -0.452408105134964, 0.3422981798648834, 0.14936648309230804, -0.33080846071243286, 0.3686288297176361, 0.28149837255477905, -0.07665804028511047, -0.024804649874567986, -0.014818459749221802, 0.4404396414756775, -0.13177283108234406]"
